python_score,java_score,cpp_score,javascript_score,ml_skills,web_dev_score,dsa_score,cloud_score,data_analytics_score,database_score,aptitude_score,communication_score,coding_problems_solved,internships,projects,certifications,hackathons,cgpa,role,company_tier,salary_lpa
18.0,0.0,7.6,68.7,26.6,99.2,19.3,17.0,13.1,33.7,49.4,2.5,157,0,7,1,3,7.01,Frontend Developer,Startup,4.88
56.6,36.9,13.7,90.2,19.6,92.7,34.7,16.7,22.0,32.8,47.5,3.5,221,1,11,1,3,7.18,Frontend Developer,Product-Based,13.97
99.1,32.4,23.5,50.1,97.8,10.4,58.0,58.5,39.3,47.8,51.1,3.5,227,3,9,0,3,7.8,ML Engineer,Service-Based,4.46
53.8,61.9,28.7,20.7,17.2,52.8,46.1,18.5,27.0,83.5,55.0,2.0,116,1,3,1,1,7.44,Backend Developer,Startup,3.55
88.9,6.9,11.3,10.5,0.0,12.0,47.4,79.4,19.0,24.0,27.4,2.0,31,0,6,1,0,7.76,DevOps Engineer,Startup,3.64
38.0,100.0,35.6,54.3,6.4,11.7,63.2,72.1,0.0,54.2,64.0,3.0,368,2,5,4,1,7.47,Backend Developer,Service-Based,5.15
40.8,13.1,0.0,31.7,59.2,12.8,0.8,38.4,58.0,42.2,34.6,2.5,184,2,4,3,2,5.94,Data Analyst,Startup,3.55
81.3,84.1,47.9,66.3,0.0,78.7,94.6,23.8,34.8,63.3,73.1,2.5,247,1,8,2,3,8.15,Full-Stack Developer,Product-Based,14.68
52.6,14.6,5.8,16.7,0.0,13.2,27.5,28.8,80.6,56.1,36.5,1.0,0,2,5,0,2,6.92,Data Analyst,Startup,2.5
31.0,9.6,35.7,71.0,61.3,97.3,39.6,64.9,0.0,29.8,44.4,2.5,249,2,6,3,2,6.6,Frontend Developer,Product-Based,14.3
30.7,89.0,53.6,100.0,12.7,46.6,74.8,15.2,31.5,60.6,52.7,4.0,309,3,4,2,5,8.17,Software Developer,Product-Based,15.54
37.4,46.2,7.4,82.9,17.1,85.1,45.4,52.9,58.4,26.2,77.1,2.5,251,1,8,2,3,8.11,Frontend Developer,Product-Based,15.88
63.6,32.1,25.2,7.4,99.2,0.0,41.8,41.3,100.0,58.5,58.6,2.5,274,2,4,5,1,6.44,Data Scientist,Service-Based,5.68
100.0,18.9,34.8,6.0,95.7,15.4,59.3,15.5,49.2,34.6,54.6,3.0,251,1,3,4,1,8.28,Data Scientist,Service-Based,4.46
83.0,36.3,67.1,59.5,100.0,30.8,65.6,40.9,70.3,28.6,66.9,3.5,294,2,6,4,1,7.6,ML Engineer,Fintech,25.76
100.0,43.3,32.7,6.8,0.0,0.0,59.7,100.0,25.0,33.1,42.7,3.5,135,1,4,3,0,7.44,DevOps Engineer,Service-Based,3.93
58.9,14.4,37.1,23.1,28.0,39.0,25.2,100.0,9.9,78.8,37.7,3.0,141,2,3,0,0,6.77,DevOps Engineer,Startup,4.83
83.9,87.7,39.1,23.9,32.9,17.9,52.0,63.5,0.0,92.2,82.9,3.0,299,2,4,1,2,7.85,Backend Developer,Service-Based,4.54
80.0,52.7,49.3,15.5,0.0,20.8,48.9,66.6,26.2,76.7,37.1,2.5,111,1,5,2,1,7.97,Backend Developer,Startup,3.8
93.3,28.9,56.4,33.5,96.5,33.9,12.7,50.5,70.5,18.3,57.2,3.5,355,2,9,5,4,7.4,ML Engineer,Service-Based,4.8
54.2,29.1,0.0,11.8,27.7,39.6,31.2,100.0,42.0,57.8,36.7,3.0,318,2,1,1,0,7.81,DevOps Engineer,Service-Based,4.41
0.0,43.8,28.6,100.0,22.6,76.7,20.7,22.4,59.3,35.9,48.0,3.5,264,2,7,4,1,6.4,Frontend Developer,Product-Based,13.26
26.8,34.8,0.0,0.0,58.5,0.0,16.1,55.5,60.1,47.4,31.4,2.0,36,2,4,2,1,7.06,Data Analyst,Startup,3.74
92.1,23.2,48.1,65.5,80.4,48.0,11.1,60.3,76.7,51.7,65.4,3.5,318,2,3,4,4,9.25,ML Engineer,Product-Based,15.82
100.0,11.2,56.6,2.3,90.1,13.6,25.9,35.4,100.0,49.3,51.5,4.0,269,2,4,2,0,7.05,ML Engineer,Service-Based,4.38
47.4,100.0,72.6,89.8,31.5,58.7,64.9,63.1,35.2,56.6,87.9,2.5,631,3,0,5,1,7.92,Software Developer,Top-Tier,56.56
52.2,45.1,74.0,34.6,100.0,10.9,44.0,52.1,59.1,56.9,69.2,3.5,357,2,1,3,2,8.05,ML Engineer,Product-Based,16.93
76.7,93.3,85.3,77.3,18.7,61.2,59.6,34.0,33.6,33.9,66.1,3.0,388,2,7,3,2,8.19,Software Developer,Product-Based,15.25
98.3,17.8,10.3,23.7,38.3,1.1,9.3,29.0,100.0,100.0,43.3,2.5,346,2,3,1,3,7.71,Data Analyst,Service-Based,4.92
99.5,65.6,47.1,18.6,24.6,77.4,77.0,94.8,18.0,51.5,79.7,3.5,504,1,3,4,1,8.82,Backend Developer,Top-Tier,41.64
45.3,49.1,21.8,31.1,32.6,14.1,13.9,87.4,0.5,50.0,37.8,1.0,205,2,4,3,3,6.98,DevOps Engineer,Startup,3.75
69.9,29.3,74.9,13.0,88.0,22.3,76.0,52.6,49.1,37.6,62.6,3.0,200,3,5,3,3,6.88,ML Engineer,Service-Based,4.66
70.4,64.0,33.7,99.4,15.5,100.0,75.3,55.5,6.5,62.6,77.3,2.5,303,1,9,4,2,8.57,Full-Stack Developer,Fintech,22.91
18.0,13.2,17.7,87.8,28.2,99.0,31.1,7.0,35.9,41.0,55.7,3.0,259,1,6,3,2,6.11,Frontend Developer,Startup,3.38
85.0,27.9,52.1,16.5,88.5,0.0,68.2,79.8,49.7,19.9,54.1,3.0,204,1,0,5,2,7.39,ML Engineer,Service-Based,4.04
68.2,57.2,56.5,67.1,18.6,26.3,86.0,60.0,31.6,42.3,45.7,1.5,397,1,3,4,3,7.46,Software Developer,Product-Based,16.64
72.1,55.9,68.4,24.8,24.9,38.5,49.9,53.1,44.4,53.5,48.8,2.5,221,0,3,5,2,7.86,Backend Developer,Service-Based,4.43
100.0,45.4,56.6,59.9,21.1,22.8,56.3,0.0,25.1,34.5,53.4,2.5,247,1,7,2,1,6.45,Software Developer,Startup,5.2
67.9,22.1,18.6,47.0,41.7,24.4,0.0,86.4,25.6,50.8,48.6,2.5,139,2,8,1,0,7.54,DevOps Engineer,Startup,3.37
100.0,2.2,17.1,21.7,100.0,18.2,32.9,72.0,79.7,38.5,44.1,2.0,210,0,6,4,2,7.72,Data Scientist,Service-Based,3.82
24.3,37.2,10.8,26.3,50.0,0.0,30.1,12.6,100.0,83.1,24.2,3.5,83,1,7,0,3,6.14,Data Analyst,Service-Based,3.56
39.6,10.7,32.9,18.4,24.9,36.8,48.8,50.0,100.0,89.1,41.6,3.0,492,1,4,1,3,7.08,Data Analyst,Service-Based,5.02
53.4,30.0,34.5,22.5,10.0,33.3,27.2,92.2,0.0,40.0,48.8,1.5,340,1,11,4,0,7.58,DevOps Engineer,Startup,4.34
10.0,4.4,0.0,60.0,7.3,77.0,26.6,30.4,30.5,35.2,35.6,2.5,126,1,3,0,1,7.06,Frontend Developer,Startup,4.4
100.0,24.4,57.2,24.8,94.3,0.0,74.1,51.9,63.2,34.2,47.7,3.5,340,1,1,6,1,7.38,ML Engineer,Service-Based,5.4
54.3,35.2,1.4,41.7,30.3,4.3,14.3,96.3,31.2,68.2,60.9,2.0,123,0,3,4,3,7.16,DevOps Engineer,Startup,2.76
89.1,38.6,44.9,2.8,71.0,0.0,84.7,49.1,93.3,61.6,42.3,4.5,407,0,8,3,1,7.27,Data Scientist,Fintech,20.45
67.9,46.5,28.9,59.0,13.2,100.0,42.8,5.2,41.8,74.8,54.3,3.5,454,2,4,5,4,8.32,Full-Stack Developer,Product-Based,17.81
57.0,0.0,15.7,31.6,18.3,38.9,48.1,0.0,100.0,64.5,34.3,3.0,412,0,0,2,2,6.55,Data Analyst,Service-Based,4.03
9.1,27.6,5.1,96.4,0.0,94.6,39.3,37.1,29.7,46.6,54.7,3.0,173,2,3,2,0,6.64,Frontend Developer,Startup,4.0
100.0,90.0,92.3,43.3,21.8,54.5,64.8,21.6,8.9,63.8,47.7,2.5,338,2,5,2,3,7.48,Software Developer,Service-Based,4.68
65.4,94.2,78.5,67.5,17.5,69.9,100.0,58.3,7.2,98.6,54.7,3.0,404,0,10,7,5,7.6,Backend Developer,Fintech,20.36
91.9,18.0,35.2,33.7,95.0,34.1,59.3,40.5,71.3,46.4,67.0,2.0,320,1,3,4,2,9.0,Data Scientist,Service-Based,4.43
60.1,43.7,18.2,100.0,0.2,90.4,65.9,55.0,9.9,80.1,59.0,2.0,289,1,7,2,3,7.11,Full-Stack Developer,Product-Based,14.4
61.8,76.9,23.6,70.3,51.0,100.0,36.2,47.5,25.9,68.7,82.4,3.5,413,3,8,4,0,7.71,Full-Stack Developer,Product-Based,19.5
33.3,74.0,5.9,60.3,13.8,47.5,35.4,100.0,33.1,43.0,51.8,2.5,301,2,2,1,2,7.66,DevOps Engineer,Product-Based,13.05
69.2,75.1,56.2,39.0,4.1,38.2,85.5,59.4,23.6,43.1,53.4,4.0,381,2,9,1,1,7.37,Software Developer,Service-Based,5.27
80.4,48.2,16.5,14.4,50.3,16.1,48.6,96.8,37.9,89.4,66.8,3.5,226,3,5,3,2,7.9,DevOps Engineer,Service-Based,5.41
36.8,26.7,15.4,65.8,7.5,83.7,59.3,36.8,15.0,66.0,43.9,3.0,405,1,5,2,2,8.22,Frontend Developer,Product-Based,16.97
54.6,20.0,0.0,4.1,43.6,18.7,23.9,0.0,98.2,63.5,30.4,3.0,222,0,0,2,1,6.17,Data Analyst,Startup,4.43
0.0,28.9,1.8,100.0,17.4,86.9,28.5,3.1,0.0,23.8,27.7,1.5,236,0,8,0,1,6.67,Frontend Developer,Startup,3.32
46.2,30.5,13.3,75.3,1.7,69.6,46.4,36.1,23.6,57.4,27.2,2.0,185,0,6,3,1,7.2,Full-Stack Developer,Startup,3.38
92.1,35.8,57.0,32.5,93.7,14.3,47.2,36.2,63.3,21.9,47.3,3.5,388,3,5,3,2,7.18,ML Engineer,Service-Based,4.58
88.1,50.8,66.6,31.6,100.0,5.3,32.9,44.4,42.5,31.7,45.4,2.5,210,3,8,5,1,7.88,ML Engineer,Service-Based,4.11
0.0,30.7,19.6,88.4,0.0,99.9,47.0,26.2,32.1,33.3,50.3,2.5,290,1,1,2,3,7.42,Frontend Developer,Startup,4.59
41.7,39.2,9.8,5.8,25.9,39.4,34.4,90.9,14.6,58.1,66.2,3.0,197,1,1,1,2,6.48,DevOps Engineer,Startup,4.06
72.0,0.0,5.3,1.0,47.8,26.7,36.1,0.5,76.6,74.2,20.4,2.0,231,0,2,1,4,8.21,Data Analyst,Startup,4.31
100.0,10.0,19.5,0.0,70.2,35.8,55.3,26.9,87.4,53.9,28.4,2.0,382,0,5,1,3,7.9,Data Scientist,Service-Based,4.21
66.4,75.0,39.9,48.7,0.0,47.6,86.2,9.4,33.7,49.0,60.7,3.0,292,2,6,1,2,7.31,Software Developer,Service-Based,4.76
94.8,0.1,23.5,2.3,82.8,32.4,61.5,6.4,73.9,28.0,59.2,2.5,258,1,0,3,1,7.94,Data Scientist,Service-Based,4.55
44.0,44.7,30.6,63.2,16.5,100.0,22.8,19.6,5.5,48.9,44.8,2.5,192,1,5,0,2,6.99,Frontend Developer,Startup,3.46
56.3,51.3,76.1,35.6,30.1,57.0,81.6,25.2,21.4,57.0,60.6,3.0,283,2,5,3,2,8.88,Software Developer,Service-Based,4.6
67.2,76.7,31.0,46.2,0.0,24.2,52.8,63.0,34.9,85.4,34.3,3.0,129,1,5,3,2,7.3,Backend Developer,Startup,4.79
54.9,52.7,10.9,0.0,0.0,13.5,54.3,100.0,8.6,53.5,35.0,2.5,129,0,4,4,0,6.0,DevOps Engineer,Startup,4.39
45.2,30.2,34.8,94.3,42.5,93.2,44.0,35.8,17.4,50.3,56.7,3.5,363,2,3,2,3,8.71,Frontend Developer,Product-Based,13.26
55.0,46.7,44.8,64.5,41.9,92.4,49.5,31.1,35.9,57.0,65.2,3.5,365,4,7,3,2,8.47,Full-Stack Developer,Product-Based,16.41
49.4,50.6,37.2,12.1,0.0,24.5,46.9,100.0,30.5,73.1,28.8,4.0,267,1,2,1,4,6.74,DevOps Engineer,Service-Based,4.07
45.4,18.5,0.0,85.6,0.0,85.5,36.5,45.2,10.9,47.6,24.6,3.0,241,0,2,2,3,6.91,Frontend Developer,Startup,4.75
91.9,68.3,28.1,4.3,7.9,47.3,47.4,36.0,15.1,97.4,33.2,2.5,352,1,3,3,1,6.92,Backend Developer,Service-Based,4.14
63.5,62.1,33.3,89.1,19.6,98.1,33.0,19.9,0.0,50.4,76.5,2.5,242,1,10,0,4,7.73,Full-Stack Developer,Product-Based,16.76
21.3,41.7,36.0,0.0,50.0,30.6,47.1,69.0,37.4,74.6,49.7,2.5,196,1,6,1,2,6.77,DevOps Engineer,Startup,4.07
43.6,38.3,22.0,91.5,28.8,85.9,0.0,68.0,3.6,47.5,44.5,3.5,157,1,6,3,2,7.54,Frontend Developer,Service-Based,4.71
80.1,27.2,20.6,46.0,52.0,18.8,33.7,29.7,77.9,57.2,67.0,4.0,171,2,6,3,3,7.35,Data Analyst,Service-Based,4.68
85.9,77.5,63.8,51.6,31.7,62.3,53.7,45.7,20.9,65.6,70.3,2.5,236,1,6,6,4,7.63,Software Developer,Product-Based,17.35
23.1,30.5,35.0,0.0,16.5,27.8,13.7,94.9,25.1,33.6,48.1,2.5,151,1,3,0,2,6.3,DevOps Engineer,Startup,3.47
37.0,55.1,49.9,94.2,13.1,100.0,81.2,53.8,13.4,93.1,81.4,3.5,313,0,4,4,2,8.86,Full-Stack Developer,Fintech,20.68
77.5,4.2,6.2,24.3,100.0,16.1,53.7,35.5,76.8,75.2,25.7,3.0,103,0,6,3,4,7.64,ML Engineer,Startup,3.17
92.2,26.1,45.6,35.9,32.5,15.9,10.1,77.7,23.9,67.3,48.7,3.0,305,1,6,0,0,7.35,DevOps Engineer,Service-Based,4.22
69.3,0.0,57.2,30.2,99.3,27.3,47.0,41.5,100.0,58.2,64.8,3.5,324,2,8,4,4,8.3,Data Scientist,Service-Based,5.3
51.1,54.2,63.6,58.8,68.5,42.2,55.5,51.6,24.5,48.3,49.6,3.0,385,1,10,2,1,8.67,Software Developer,Service-Based,5.65
49.8,79.9,47.6,47.9,44.7,94.7,30.6,72.7,22.2,93.9,74.1,4.0,270,3,7,3,2,8.86,Backend Developer,Product-Based,20.13
47.7,7.3,0.0,22.3,5.6,39.6,11.6,0.0,82.7,45.8,41.4,1.5,265,0,1,0,0,6.4,Data Analyst,Startup,3.72
80.8,49.3,50.2,51.2,0.0,20.7,58.3,64.3,28.3,85.1,41.0,2.0,172,1,8,3,1,7.23,Backend Developer,Startup,4.67
88.4,75.3,35.6,29.3,17.9,14.8,37.4,64.0,12.2,69.2,56.4,2.5,429,1,1,3,2,8.05,DevOps Engineer,Service-Based,4.42
65.8,62.6,54.7,81.7,30.9,64.7,48.5,54.7,36.5,33.0,64.5,3.0,286,2,6,3,2,9.65,Software Developer,Product-Based,14.53
62.4,58.6,29.7,86.4,12.2,96.1,36.1,31.8,0.0,64.4,39.7,4.0,76,1,6,4,2,7.1,Full-Stack Developer,Service-Based,4.07
55.6,36.2,39.9,14.9,93.0,2.0,35.1,40.1,94.3,60.6,58.6,2.5,296,1,2,2,2,8.18,Data Scientist,Service-Based,5.35
68.7,6.4,31.8,45.6,27.3,2.9,11.4,29.9,88.2,100.0,28.7,2.0,314,2,5,3,2,8.11,Data Analyst,Service-Based,4.18
68.8,0.0,21.0,25.1,77.0,15.3,45.8,47.8,67.4,58.5,40.7,2.0,404,0,5,4,4,7.09,Data Scientist,Service-Based,4.38
77.4,50.6,35.1,26.7,23.9,26.2,88.2,14.2,34.8,87.8,52.7,2.0,266,1,9,3,2,7.15,Software Developer,Service-Based,4.4
56.8,62.7,67.2,32.7,77.8,0.0,68.8,56.6,58.3,65.2,69.3,3.5,333,2,4,4,1,8.92,ML Engineer,Fintech,24.92
87.6,29.5,17.2,1.9,90.1,15.5,59.1,83.1,78.5,59.5,78.9,3.0,420,2,6,3,2,7.8,ML Engineer,Product-Based,17.47
37.2,24.3,19.8,44.8,33.7,34.2,46.4,100.0,0.0,55.2,24.0,3.0,156,2,2,4,2,7.56,DevOps Engineer,Startup,4.39
49.7,32.1,0.0,18.0,50.7,3.2,23.6,0.0,98.1,54.1,29.8,3.0,252,2,6,1,1,6.36,Data Analyst,Startup,3.04
58.6,42.9,31.0,31.7,9.5,50.5,48.7,90.3,17.0,52.9,54.0,3.5,284,2,1,2,0,7.77,DevOps Engineer,Service-Based,4.52
88.5,44.2,63.1,59.8,14.8,56.2,61.6,49.3,5.8,94.0,75.6,2.0,299,3,8,1,3,7.45,Software Developer,Service-Based,5.11
100.0,94.0,45.4,30.4,18.4,48.3,84.2,14.0,30.1,32.5,60.0,3.0,201,3,1,1,0,7.94,Software Developer,Service-Based,4.17
88.3,10.6,60.4,19.3,70.9,18.9,31.4,53.5,48.4,9.6,27.1,2.5,387,2,1,2,1,7.3,ML Engineer,Service-Based,5.12
68.2,42.3,29.4,36.3,36.8,29.2,43.6,83.4,53.3,66.5,55.0,3.0,262,0,6,5,4,7.65,DevOps Engineer,Service-Based,4.72
67.2,90.1,40.9,69.5,16.8,56.0,48.6,60.1,40.9,80.5,68.1,3.0,276,2,5,3,0,8.11,Backend Developer,Product-Based,16.42
97.2,12.8,38.8,30.7,98.7,32.8,53.2,43.5,96.5,46.1,47.3,4.0,0,2,8,4,1,7.96,ML Engineer,Service-Based,4.3
100.0,18.8,31.2,25.5,78.8,0.0,58.2,60.2,96.3,65.8,52.6,3.5,417,2,7,2,3,7.05,Data Scientist,Product-Based,16.51
58.2,34.6,31.3,26.2,87.1,4.1,24.3,34.6,50.3,22.9,39.7,2.0,243,0,5,0,0,7.12,ML Engineer,Startup,4.49
41.3,25.3,11.8,34.0,38.9,12.5,18.0,15.1,62.5,91.6,56.8,3.0,134,1,2,4,0,6.78,Data Analyst,Startup,3.38
72.1,54.5,74.6,71.3,30.9,46.3,11.2,42.6,18.0,55.6,30.2,3.0,254,2,4,5,1,8.09,Software Developer,Product-Based,12.39
45.4,32.0,10.4,45.3,44.0,0.0,25.6,5.1,76.0,64.2,44.6,3.0,314,0,2,5,0,7.96,Data Analyst,Service-Based,4.41
26.3,36.7,53.6,43.5,12.3,22.4,14.2,85.2,29.4,74.9,38.4,2.5,233,2,6,0,2,6.84,DevOps Engineer,Startup,4.77
44.6,24.0,25.1,80.0,0.0,100.0,25.4,22.7,0.0,18.2,51.3,3.0,346,1,6,3,0,7.18,Frontend Developer,Product-Based,13.98
100.0,21.9,45.6,19.8,84.1,5.4,76.3,50.9,65.2,30.6,63.1,2.5,361,1,6,3,2,7.78,ML Engineer,Service-Based,4.95
58.8,31.1,22.2,9.6,33.9,38.9,29.9,26.8,100.0,69.9,36.7,3.0,96,2,4,0,2,7.6,Data Analyst,Startup,5.1
27.4,39.9,18.9,46.5,14.5,2.0,8.0,89.6,0.0,45.7,39.1,1.5,324,0,3,3,1,5.85,DevOps Engineer,Startup,3.82
44.6,51.3,87.5,55.3,11.5,43.1,70.1,31.5,49.3,61.8,63.5,3.0,391,2,1,3,4,7.49,Software Developer,Service-Based,5.22
50.3,89.5,59.2,43.8,24.1,42.6,77.3,72.1,5.8,79.9,39.0,3.5,213,1,6,3,2,7.16,Backend Developer,Service-Based,4.67
45.3,41.9,27.8,87.3,3.1,99.2,68.8,40.3,36.5,30.0,24.9,3.5,495,1,3,5,3,8.77,Full-Stack Developer,Fintech,21.68
83.6,78.8,58.5,66.9,3.9,36.1,74.6,0.0,50.5,65.5,58.5,2.0,232,2,0,4,2,7.7,Software Developer,Product-Based,15.39
33.9,68.3,68.1,37.7,13.2,21.1,4.3,84.9,16.7,43.5,50.0,2.5,214,2,4,3,1,8.52,DevOps Engineer,Startup,2.99
94.1,51.2,54.4,13.1,100.0,14.5,70.1,50.2,90.0,62.8,67.1,3.5,330,3,8,3,2,8.97,Data Scientist,Fintech,22.5
51.1,53.4,7.2,0.0,42.0,4.8,8.4,84.1,24.5,46.4,36.2,1.5,61,1,4,3,1,6.2,DevOps Engineer,Startup,3.05
100.0,54.4,43.6,50.5,0.0,51.7,54.5,67.0,35.5,70.6,78.0,2.5,474,3,6,2,5,7.67,Backend Developer,Product-Based,16.36
42.4,64.8,62.8,55.9,24.5,1.1,65.9,46.0,24.8,80.4,51.0,3.0,309,2,3,0,1,6.93,Software Developer,Service-Based,4.93
67.7,0.0,47.5,0.0,84.1,0.0,64.0,34.0,82.6,53.2,52.6,2.5,206,0,2,3,1,7.0,Data Scientist,Startup,3.59
49.6,50.0,23.8,68.1,10.6,88.9,34.3,63.0,16.7,82.6,57.0,2.0,340,1,5,2,4,7.66,Full-Stack Developer,Product-Based,13.16
60.4,34.9,10.9,25.7,0.0,5.4,56.7,82.4,11.7,84.1,53.3,2.5,212,0,5,1,1,7.91,DevOps Engineer,Startup,4.74
87.8,5.1,18.3,25.1,94.8,0.0,80.9,36.9,100.0,32.1,55.4,2.0,335,2,3,0,2,7.39,Data Scientist,Service-Based,4.55
78.2,44.3,0.0,9.2,53.6,0.0,93.3,50.8,100.0,53.6,62.6,2.0,238,1,7,3,2,6.74,Data Scientist,Service-Based,4.57
61.2,94.1,66.3,58.2,42.1,40.1,63.2,19.1,8.6,84.2,68.8,2.5,535,2,9,4,3,7.31,Backend Developer,Product-Based,15.05
41.3,20.7,32.2,4.6,44.1,4.4,42.6,5.6,100.0,67.2,31.4,2.5,103,1,0,0,0,8.08,Data Analyst,Startup,3.73
83.1,30.0,35.8,8.7,68.5,11.1,40.3,43.3,65.6,28.5,32.0,2.5,395,3,7,2,1,7.59,Data Scientist,Service-Based,4.86
42.7,27.0,0.0,75.5,8.9,100.0,11.5,19.9,12.8,33.5,24.2,2.0,85,1,2,2,0,7.07,Frontend Developer,Startup,2.98
81.9,29.2,14.5,32.6,92.3,9.2,56.4,45.9,90.9,72.9,48.2,4.0,333,2,3,5,0,9.03,Data Scientist,Service-Based,5.98
88.8,65.4,44.8,16.4,40.4,44.7,51.9,40.1,27.8,63.0,50.9,4.0,447,2,6,3,3,7.78,Software Developer,Product-Based,15.53
58.3,0.0,18.7,10.3,47.9,26.9,48.7,29.7,91.4,93.8,65.6,2.0,431,1,0,4,2,7.12,Data Analyst,Service-Based,4.94
42.0,13.9,11.1,99.6,41.6,99.7,42.4,20.7,1.8,55.0,46.7,3.5,181,2,5,1,4,7.01,Frontend Developer,Service-Based,4.74
9.8,53.9,26.8,100.0,26.0,86.4,69.3,17.6,56.2,37.2,75.0,2.5,116,2,6,6,1,8.63,Frontend Developer,Product-Based,14.5
88.8,48.0,48.5,40.9,31.1,45.9,63.1,1.8,40.6,56.1,53.2,2.5,401,0,3,5,3,7.38,Software Developer,Service-Based,5.35
76.9,45.2,0.0,27.4,39.3,0.0,34.8,0.0,96.9,100.0,45.4,2.5,420,1,6,0,0,8.16,Data Analyst,Service-Based,4.57
36.4,36.4,75.3,48.2,15.2,41.6,44.5,42.4,22.6,46.4,39.5,2.0,209,1,5,2,2,8.02,Software Developer,Startup,4.53
42.4,34.3,3.5,95.5,24.3,98.0,39.4,40.4,18.6,42.3,50.4,2.0,453,0,9,3,2,6.32,Frontend Developer,Product-Based,15.52
78.7,10.4,12.0,17.2,19.5,43.3,30.9,39.6,100.0,52.6,61.0,3.0,256,0,9,3,1,8.22,Data Analyst,Service-Based,3.91
68.1,58.9,21.5,74.9,36.3,32.7,76.7,51.2,14.1,63.2,52.0,3.0,461,3,2,4,2,8.13,Backend Developer,Fintech,22.21
61.0,64.8,0.0,27.9,18.9,30.8,1.5,0.0,78.6,74.8,35.1,2.0,185,2,6,1,4,7.47,Data Analyst,Startup,3.36
37.0,52.6,57.2,57.2,25.4,38.8,28.0,73.5,23.8,95.8,47.7,3.0,267,3,9,7,1,8.01,DevOps Engineer,Service-Based,4.73
41.2,61.1,9.8,70.0,0.5,71.9,42.2,35.4,23.6,34.8,46.8,3.5,345,1,0,0,4,6.9,Frontend Developer,Product-Based,13.73
90.4,95.1,82.0,57.2,14.2,43.4,43.7,79.7,11.7,67.6,59.0,1.5,282,2,5,3,1,9.13,Backend Developer,Service-Based,5.57
70.6,89.9,70.6,51.7,25.5,51.0,38.5,32.2,29.5,68.3,46.4,2.5,506,1,9,5,2,7.42,Software Developer,Product-Based,18.1
92.4,80.3,48.3,31.7,5.4,43.4,49.8,21.2,24.3,31.0,36.6,3.0,351,1,5,3,2,6.76,Software Developer,Service-Based,4.27
32.1,55.9,22.4,100.0,10.7,100.0,41.4,79.4,29.1,75.1,53.0,3.5,363,1,5,6,3,9.0,Full-Stack Developer,Product-Based,17.7
13.9,61.8,33.9,11.5,18.0,51.0,66.4,71.6,9.7,31.7,46.1,2.5,295,2,1,5,3,6.81,DevOps Engineer,Startup,3.9
76.5,76.4,70.6,38.8,12.6,43.8,44.5,42.0,45.1,65.1,70.6,3.5,315,2,7,3,1,8.78,Backend Developer,Service-Based,5.02
52.1,10.1,3.1,18.2,58.1,0.0,41.6,11.0,54.1,63.8,57.8,2.0,181,1,7,0,1,7.45,Data Analyst,Startup,3.49
16.2,47.7,33.0,22.7,12.5,23.8,31.8,100.0,18.3,58.0,37.9,3.0,195,0,5,1,1,6.33,DevOps Engineer,Startup,4.81
86.4,42.4,24.8,46.9,7.0,0.0,35.1,13.0,75.9,84.5,50.5,3.5,236,2,1,2,1,8.58,Data Analyst,Service-Based,5.51
53.3,75.3,44.8,40.5,0.0,46.8,72.7,68.5,33.5,51.9,37.5,2.0,441,2,4,1,1,7.29,Software Developer,Service-Based,5.38
9.1,61.9,80.8,58.1,0.7,38.0,54.3,54.3,42.4,45.9,50.2,2.0,189,1,6,4,2,6.79,Software Developer,Startup,4.38
66.5,90.1,38.9,76.1,27.6,45.5,86.8,13.7,34.4,67.7,48.0,3.5,319,2,5,4,2,7.56,Software Developer,Product-Based,17.25
72.2,2.8,29.1,52.5,21.8,100.0,59.0,54.1,18.3,52.0,54.5,4.0,362,2,3,2,0,5.31,Frontend Developer,Product-Based,13.68
74.6,65.1,23.3,40.5,79.4,0.0,85.7,66.6,81.6,51.6,68.3,2.5,251,1,7,5,2,7.93,ML Engineer,Service-Based,4.46
87.1,40.6,21.4,39.4,27.6,11.3,18.1,60.4,19.8,76.9,54.2,3.5,205,0,7,4,0,8.47,DevOps Engineer,Service-Based,4.37
67.6,53.7,41.5,21.9,0.0,24.1,25.7,82.2,28.8,62.6,49.4,2.0,460,1,3,0,0,8.51,Backend Developer,Service-Based,5.41
58.9,61.3,68.9,82.2,34.5,60.6,58.6,53.3,43.3,51.5,58.8,2.5,259,1,8,3,3,7.25,Software Developer,Product-Based,18.1
83.0,29.1,33.6,32.1,92.0,24.1,58.4,17.2,89.9,44.9,42.1,3.0,332,2,9,3,3,7.86,Data Scientist,Service-Based,5.13
59.3,64.0,6.3,100.0,39.8,100.0,54.9,87.0,37.7,40.4,65.8,3.5,414,3,6,3,1,6.87,Full-Stack Developer,Product-Based,17.35
89.6,64.1,40.7,25.8,16.7,27.1,77.9,60.4,14.7,90.3,55.8,3.0,253,2,9,2,5,8.2,Backend Developer,Service-Based,4.16
61.6,0.0,11.1,28.8,3.0,26.0,17.4,25.4,92.4,65.4,49.3,2.5,457,0,7,1,0,5.97,Data Analyst,Service-Based,4.39
83.3,53.5,24.9,20.3,56.6,0.0,69.5,44.4,97.8,52.8,61.7,2.5,217,1,7,4,2,7.21,ML Engineer,Service-Based,4.74
